ts_code,name,market,publisher,category,base_date,base_point,list_date
h01138.CSI,两岸三地新台币全收益,CSI,中证公司,规模指数,20041231,1000,20100118
h01152.CSI,内地民营全收益,CSI,中证公司,主题指数,20071231,1000,20100730
h01153.CSI,内地国有全收益,CSI,中证公司,主题指数,20071231,1000,20100730
h01154.CSI,内地民营人民币全收益,CSI,中证公司,主题指数,20071231,1000,20100730
h01155.CSI,内地国有人民币全收益,CSI,中证公司,主题指数,20071231,1000,20100730
h01156.CSI,中国可选消费全收益,CSI,中证公司,一级行业指数,20070629,1000,20120208
h01157.CSI,中国可选消费美元全收益,CSI,中证公司,一级行业指数,20070629,1000,20120208
h01158.CSI,中国主要消费全收益,CSI,中证公司,一级行业指数,20070629,1000,20120208
h01159.CSI,中国主要消费美元全收益,CSI,中证公司,一级行业指数,20070629,1000,20120208
h01160.CSI,中国五年规划全收益,CSI,中证公司,主题指数,20070629,1000,20120423
h01161.CSI,中国五年规划美元全收益,CSI,中证公司,主题指数,20070629,1000,20120423
h01162.CSI,中国城市化全收益,CSI,中证公司,主题指数,20070629,1000,20120423
h01163.CSI,中国城市化美元全收益,CSI,中证公司,主题指数,20070629,1000,20120423
h01172.CSI,中证HK300V港币全收益,CSI,中证公司,价值指数,20041231,1000,20121016
h01173.CSI,中证HK300G港币全收益,CSI,中证公司,成长指数,20041231,1000,20121016
h01181.CSI,中证金砖国家全收益,CSI,中证公司,规模指数,20051230,1000,20121016
h01182.CSI,中证金砖USD全收益,CSI,中证公司,规模指数,20051230,1000,20121016
h01185.CSI,3年中高信用(净),CSI,中证公司,债券指数,20081231,100,20131101
h11001.CSI,中证全债,CSI,中证公司,债券指数,20021231,100,20071217
h11002.CSI,中证3债,CSI,中证公司,债券指数,20021231,100,20071217
h11003.CSI,中证7债,CSI,中证公司,债券指数,20021231,100,20071217
h11004.CSI,中证10债,CSI,中证公司,债券指数,20021231,100,20071217
h11005.CSI,中证10+债,CSI,中证公司,债券指数,20021231,100,20071217
h11006.CSI,中证国债,CSI,中证公司,债券指数,20021231,100,20080128
h11007.CSI,中证金融债,CSI,中证公司,债券指数,20021231,100,20080128
h11008.CSI,中证企业债,CSI,中证公司,债券指数,20021231,100,20080128
h11009.CSI,中证综合债,CSI,中证公司,债券指数,20021231,100,20081112
h11010.CSI,中证1债,CSI,中证公司,债券指数,20021231,100,20081112
h11011.CSI,中证央票,CSI,中证公司,债券指数,20070131,100,20081112
h11012.CSI,中证央票1,CSI,中证公司,债券指数,20070131,100,20081112
h11013.CSI,中证央票(1-3),CSI,中证公司,债券指数,20070131,100,20081112
h11014.CSI,中证短融,CSI,中证公司,债券指数,20070131,100,20081112
h11015.CSI,中证短债,CSI,中证公司,债券指数,20021231,100,20081112
h11016.CSI,中证50债,CSI,中证公司,债券指数,20071231,100,20101015
h11017.CSI,中期国债,CSI,中证公司,债券指数,20071231,100,20110321
h11018.CSI,沪质城投,CSI,中证公司,债券指数,20081231,100,20140717
h11019.CSI,中证企债100,CSI,中证公司,债券指数,20071231,100,20110719
h11020.CSI,中证基金,CSI,中证公司,其他,20021231,1000,20160831
h11021.CSI,股票基金,CSI,中证公司,其他,20021231,1000,20160831
h11022.CSI,混合基金,CSI,中证公司,其他,20021231,1000,20160831
h11023.CSI,债券基金,CSI,中证公司,其他,20021231,1000,20160831
h11024.CSI,ETF基金,CSI,中证公司,其他,20051230,1000,20160831
h11025.CSI,货币基金,CSI,中证公司,其他,20051230,1000,20160831
h11026.CSI,QDII基金,CSI,中证公司,其他,20071228,1000,20160831
h11027.CSI,金牛股票,CSI,中证公司,其他,20070430,1000,20160831
h11028.CSI,金牛混合,CSI,中证公司,其他,20070430,1000,20160831
h11030.CSI,AMAC农林,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11031.CSI,AMAC采矿,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11032.CSI,SAC食品,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11033.CSI,SAC纺织,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11034.CSI,SAC木材,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11035.CSI,SAC造纸,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11036.CSI,SAC石化,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11037.CSI,SAC电子,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11038.CSI,SAC金属,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11039.CSI,SAC机械,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11040.CSI,SAC医药,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11041.CSI,AMAC公用,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11042.CSI,AMAC建筑,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11043.CSI,AMAC交运,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11044.CSI,AMAC信息,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11045.CSI,AMAC批零,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11046.CSI,AMAC金融,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11047.CSI,AMAC地产,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11048.CSI,SAC服务,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11049.CSI,AMAC文体,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11050.CSI,AMAC综企,CSI,中证公司,一级行业指数,20081231,1000,20090615
h11051.CSI,钢铁产业,CSI,中证公司,主题指数,20081231,1000,20090722
h11052.CSI,智能电车,CSI,中证公司,主题指数,20141231,1000,20090722
h11053.CSI,纺织产业,CSI,中证公司,主题指数,20081231,1000,20090722
h11054.CSI,装备产业,CSI,中证公司,主题指数,20081231,1000,20090722
h11055.CSI,船舶产业,CSI,中证公司,主题指数,20081231,1000,20090722
h11057.CSI,石化产业,CSI,中证公司,主题指数,20081231,1000,20090722
h11058.CSI,轻工产业,CSI,中证公司,主题指数,20081231,1000,20090722
h11059.CSI,有色产业,CSI,中证公司,主题指数,20081231,1000,20090722
h11060.CSI,物流产业,CSI,中证公司,主题指数,20081231,1000,20090722
h11061.CSI,商品CFCI,CSI,中证公司,商品指数,20041231,100,20101228
h11062.CSI,农产CFCI,CSI,中证公司,商品指数,20041231,100,20101228
h11063.CSI,金属CFCI,CSI,中证公司,商品指数,20041231,100,20101228
h11064.CSI,化工CFCI,CSI,中证公司,商品指数,20041231,100,20101228
h11065.CSI,能源CFCI,CSI,中证公司,商品指数,20041231,100,20101228
h11066.CSI,粮食CFCI,CSI,中证公司,商品指数,20041231,100,20101228
h11067.CSI,工金CFCI,CSI,中证公司,商品指数,20041231,100,20101228
h11068.CSI,纺织CFCI,CSI,中证公司,商品指数,20041231,100,20101228
h11069.CSI,油脂CFCI,CSI,中证公司,商品指数,20061229,100,20101228
h11070.CSI,中证短融50,CSI,中证公司,债券指数,20071231,100,20110913
h11071.CSI,中证1-10国债,CSI,中证公司,债券指数,20071231,100,20120320
h11072.CSI,中证中票50,CSI,中证公司,债券指数,20081231,100,20120524
h11073.CSI,中证信用,CSI,中证公司,债券指数,20071231,100,20121016
h11074.CSI,中证中期企债,CSI,中证公司,债券指数,20071231,100,20121016
h11075.CSI,中证长期国债,CSI,中证公司,债券指数,20071231,100,20121023
h11076.CSI,中证中期综合,CSI,中证公司,债券指数,20071231,100,20121126
h11077.SH,上证10年国债,SSE,上交所,债券指数,20081231,100,20130307
h11078.CSI,中证中高信用,CSI,中证公司,债券指数,20071231,100,20130205
h11079.CSI,中证中低信用,CSI,中证公司,债券指数,20081231,100,20130205
h11080.SH,HGSZ AAA,SSE,上交所,债券指数,20081231,100,20130503
h11081.SH,HGSZ AA+,SSE,上交所,债券指数,20091231,100,20130503
h11082.SH,HGSZ AA,SSE,上交所,债券指数,20091231,100,20130503
h11083.SH,HGSZ 1-3,SSE,上交所,债券指数,20091231,100,20130503
h11084.SH,HGSZ 3-5,SSE,上交所,债券指数,20081231,100,20130503
h11085.SH,HGSZ 5-7,SSE,上交所,债券指数,20091231,100,20130503
h11086.SH,HGSZ 7-10,SSE,上交所,债券指数,20081231,100,20130503
h11087.CSI,GSZ AAA,CSI,中证公司,债券指数,20081231,100,20130503
h11088.CSI,GSZ AA+,CSI,中证公司,债券指数,20091231,100,20130503
h11089.CSI,GSZ AA,CSI,中证公司,债券指数,20091231,100,20130503
h11090.CSI,GSZ 1-3,CSI,中证公司,债券指数,20091231,100,20130503
h11091.CSI,GSZ 3-5,CSI,中证公司,债券指数,20081231,100,20130503
h11092.CSI,GSZ 5-7,CSI,中证公司,债券指数,20091231,100,20130503
h11093.CSI,GSZ 7-10,CSI,中证公司,债券指数,20081231,100,20130503
h11094.CSI,中票L50,CSI,中证公司,债券指数,20081231,100,20130516
h11095.SH,沪跨市中期中高债,SSE,上交所,债券指数,20081231,100,20130801
h11096.CSI,中期信用L100,CSI,中证公司,债券指数,20071231,100,20130704
h11097.CSI,中期中高收益L,CSI,中证公司,债券指数,20081231,100,20130704
h11098.SH,沪城投债,SSE,上交所,债券指数,20081231,100,20131115
h11099.CSI,短期国债,CSI,中证公司,债券指数,20071231,100,20130820
h11102.CSI,非港内地,CSI,中证公司,主题指数,20041231,1000,20081110
h11103.CSI,香港内地人民币,CSI,中证公司,主题指数,20041231,1000,20081110
h11104.CSI,海外内地,CSI,中证公司,主题指数,20041231,1000,20081110
h11105.CSI,非台海外,CSI,中证公司,主题指数,20041231,1000,20081110
h11106.CSI,非台华股,CSI,中证公司,主题指数,20041231,1000,20081110
h11108.CSI,两岸三地,CSI,中证公司,规模指数,20041231,1000,20100118
h11112.CSI,非港内地美元,CSI,中证公司,主题指数,20041231,1000,20081110
h11113.CSI,中国低碳,CSI,中证公司,主题指数,20061231,1000,20110216
h11114.CSI,海外内地美元,CSI,中证公司,主题指数,20041231,1000,20081110
h11115.CSI,非台海外美元,CSI,中证公司,主题指数,20041231,1000,20081110
h11116.CSI,非台华股美元,CSI,中证公司,主题指数,20041231,1000,20081110
h11118.CSI,两岸三地美元,CSI,中证公司,规模指数,20041231,1000,20100118
h11121.CSI,富国多空,CSI,中证公司,主题指数,20051231,1000,20110726
h11123.CSI,香港内地50,CSI,中证公司,主题指数,20041231,1000,20081110
h11124.CSI,海外内地港元,CSI,中证公司,主题指数,20041231,1000,20081110
h11125.CSI,非台海外港元,CSI,中证公司,主题指数,20041231,1000,20081110
h11126.CSI,非台华股港元,CSI,中证公司,主题指数,20041231,1000,20081110
h11128.CSI,两岸三地港元,CSI,中证公司,规模指数,20041231,1000,20100118
h11130.CSI,海外中国品牌80(人民币),CSI,中证公司,主题指数,20070629,1000,20110610
h11131.CSI,海外中国品牌80(美元),CSI,中证公司,主题指数,20070629,1000,20110610
h11132.CSI,中证东盟80,CSI,中证公司,规模指数,20041231,1000,20110812
h11133.CSI,中证东盟80美元,CSI,中证公司,规模指数,20041231,1000,20110812
h11134.CSI,中证中国东盟180,CSI,中证公司,规模指数,20041231,1000,20110812
h11135.CSI,中证中国东盟180美元,CSI,中证公司,规模指数,20041231,1000,20110812
h11136.CSI,中国互联网,CSI,中证公司,主题指数,20070629,1000,20110920
h11137.CSI,中国互联网(美元),CSI,中证公司,主题指数,20070629,1000,20110920
h11138.CSI,两岸三地新台币,CSI,中证公司,规模指数,20041231,1000,20100118
h11152.CSI,内地民营,CSI,中证公司,主题指数,20071231,1000,20100730
h11153.CSI,内地国有,CSI,中证公司,主题指数,20071231,1000,20100730
h11154.CSI,内地民营人民币,CSI,中证公司,主题指数,20071231,1000,20100730
h11155.CSI,内地国有人民币,CSI,中证公司,主题指数,20071231,1000,20100730
h11156.CSI,中国可选消费,CSI,中证公司,一级行业指数,20070629,1000,20120208
h11157.CSI,中国可选消费(美元),CSI,中证公司,一级行业指数,20070629,1000,20120208
h11158.CSI,中国主要消费,CSI,中证公司,一级行业指数,20070629,1000,20120208
h11159.CSI,中国主要消费(美元),CSI,中证公司,一级行业指数,20070629,1000,20120208
h11160.CSI,中国五年规划,CSI,中证公司,主题指数,20070629,1000,20120423
h11161.CSI,中国五年规划(美元),CSI,中证公司,主题指数,20070629,1000,20120423
h11162.CSI,中国城市化,CSI,中证公司,主题指数,20070629,1000,20120423
h11163.CSI,中国城市化(美元),CSI,中证公司,主题指数,20070629,1000,20120423
h11180.CSI,中证合成期权,CSI,中证公司,策略指数,20041231,1000,20121016
h11181.CSI,中证金砖国家,CSI,中证公司,规模指数,20051230,1000,20121016
h11182.CSI,中证金砖USD,CSI,中证公司,规模指数,20051230,1000,20121016
h11185.CSI,3年中高信用,CSI,中证公司,债券指数,20081231,100,20131101
h20001.CSI,中证环渤海全收益,CSI,中证公司,主题指数,20041231,1000,20120927
h20002.CSI,中证长三角全收益,CSI,中证公司,主题指数,20041231,1000,20120927
h20003.CSI,中证泛珠三角全收益,CSI,中证公司,主题指数,20041231,1000,20120927
h20004.CSI,中证中部崛起全收益,CSI,中证公司,主题指数,20041231,1000,20120927
h20005.CSI,中证西部开发全收益,CSI,中证公司,主题指数,20041231,1000,20120927
h20006.CSI,中证东北振兴全收益,CSI,中证公司,主题指数,20041231,1000,20120927
h20007.CSI,中证芯片产业全收益,CSI,中证公司,主题指数,20151231,1000,20121220
h20010.CSI,中证800能源全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20011.CSI,中证800材料全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20012.CSI,中证800资本全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20013.CSI,中证800商业全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20014.CSI,中证800运输全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20015.CSI,中证800汽车全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20016.CSI,中证800耐用全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20017.CSI,中证800服务全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20018.CSI,中证800媒体全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20019.CSI,中证800零售全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20020.CSI,中证800食零全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20021.CSI,中证800食品全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20022.CSI,中证800银行全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20023.CSI,800资本全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20024.CSI,中证800保险全收益,CSI,中证公司,二级行业指数,20071231,1000,20121221
h20025.CSI,中证800地产全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20026.CSI,中证800软件全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20027.CSI,中证800硬件全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20028.CSI,中证800半导全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20029.CSI,中证800通信全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20030.CSI,中证800公用全收益,CSI,中证公司,二级行业指数,20041231,1000,20121221
h20031.CSI,中证800有色全收益,CSI,中证公司,主题指数,20041231,1000,20121221
h20032.CSI,中证800机械全收益,CSI,中证公司,主题指数,20041231,1000,20121221
h20033.CSI,中证800非银全收益,CSI,中证公司,主题指数,20041231,1000,20121221
h20034.CSI,中证300有色全收益,CSI,中证公司,主题指数,20041231,1000,20121221
h20035.CSI,中证300非银金融全收益,CSI,中证公司,主题指数,20041231,1000,20121221
h20068.CSI,中证文化全收益,CSI,中证公司,主题指数,20120629,1000,20130326
h20073.CSI,中证红利回报全收益,CSI,中证公司,主题指数,20041231,1000,20130327
h20074.CSI,中证服务全收益,CSI,中证公司,主题指数,20041231,1000,20130326
h20079.CSI,沪深300信服全收益,CSI,中证公司,主题指数,20041231,1000,20130509
h20080.CSI,沪深300消服全收益,CSI,中证公司,主题指数,20041231,1000,20130509
h20081.CSI,沪深300公运全收益,CSI,中证公司,主题指数,20041231,1000,20130509
h20086.CSI,中证800金融全收益,CSI,中证公司,主题指数,20041231,1000,20130509
h20087.CSI,中证500动态全收益,CSI,中证公司,策略指数,20041231,1000,20130509
h20088.CSI,中证500稳定全收益,CSI,中证公司,策略指数,20041231,1000,20130509
h20089.CSI,红利潜力全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20090.CSI,能源红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20091.CSI,材料红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20092.CSI,工业红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20093.CSI,可选红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20094.CSI,消费红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20095.CSI,医药红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20096.CSI,金融红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20097.CSI,信息红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20098.CSI,电信红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20099.CSI,公用红利全收益,CSI,中证公司,主题指数,20051230,1000,20130702
h20108.CSI,H300TMT港币(全),CSI,中证公司,主题指数,20041231,1000,20130521
h20124.CSI,安中动态全收益,CSI,中证公司,主题指数,20071228,1000,20130701
h20125.CSI,优化成长全收益,CSI,中证公司,策略指数,20041231,1000,20130703
h20126.CSI,优化价值全收益,CSI,中证公司,策略指数,20041231,1000,20130703
h20127.CSI,优化高贝全收益,CSI,中证公司,策略指数,20041231,1000,20130703
h20128.CSI,优化低贝全收益,CSI,中证公司,策略指数,20041231,1000,20130703
h20129.CSI,优化高波全收益,CSI,中证公司,策略指数,20041231,1000,20130703
h20130.CSI,优化低波全收益,CSI,中证公司,策略指数,20041231,1000,20130703
h20131.CSI,中国消费人民币(全),CSI,中证公司,主题指数,20070629,1000,20130605
h20132.CSI,中国消费美元(全),CSI,中证公司,主题指数,20070629,1000,20130605
h20133.CSI,金砖DR全收益,CSI,中证公司,规模指数,20051230,1000,20130712
h20134.CSI,金砖DR U全收益,CSI,中证公司,规模指数,20051230,1000,20130712
h20137.CSI,中证城镇全收益,CSI,中证公司,主题指数,20120629,1000,20130826
h20138.CSI,智慧城镇全收益,CSI,中证公司,主题指数,20120629,1000,20130826
h20139.CSI,绿色城镇全收益,CSI,中证公司,主题指数,20120629,1000,20130826
h20140.CSI,城镇交通全收益,CSI,中证公司,主题指数,20120629,1000,20130826
h20141.CSI,智能交通全收益,CSI,中证公司,主题指数,20120629,1000,20130826
h20142.CSI,城镇消费全收益,CSI,中证公司,主题指数,20120629,1000,20130826
h20143.CSI,新基建全收益,CSI,中证公司,主题指数,20120629,1000,20130826
h20164.CSI,中证全指汽车汽配全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20165.CSI,中证全指房地产全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20166.CSI,中证全指机械制造全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20168.CSI,中证全指证券公司全收益,CSI,中证公司,四级行业指数,20070629,1000,20130715
h20169.CSI,中证全指资本品全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20170.CSI,中证全指商业指数全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20171.CSI,中证全指运输指数全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20172.CSI,中证全指耐用服装全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20173.CSI,中证全指消费者全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20174.CSI,中证全指媒体指数全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20175.CSI,中证全指零售指数全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20176.CSI,中证全指食药零售全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20177.CSI,中证全指饮食烟草全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20178.CSI,中证全指医疗保健全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20179.CSI,中证全指医药生科全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20180.CSI,中证银行指数全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20181.CSI,中证全指综合金融全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20182.CSI,中证全指软件服务全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20183.CSI,中证全指硬件设备全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20184.CSI,中证全指半导体全收益,CSI,中证公司,二级行业指数,20041231,1000,20130715
h20186.CSI,中证全指保险指数全收益,CSI,中证公司,二级行业指数,20070629,1000,20130715
h20187.CSI,中证全指化学制品全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20188.CSI,中证全指制药指数全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20189.CSI,中证全指电气设备全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20190.CSI,中证全指电子仪器全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20191.CSI,有色金属全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20192.CSI,食品肉类全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20193.CSI,中证全指纺织服装全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20194.CSI,中证全指汽车配件全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20195.CSI,中证全指建筑工程全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20196.CSI,中证全指耐用消费全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20197.CSI,中证全指多元零售全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20198.CSI,油气指数全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20199.CSI,中证全指电力指数全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20200.CSI,中证全指交通设施全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20201.CSI,中证全指贸易经销全收益,CSI,中证公司,四级行业指数,20041231,1000,20130715
h20202.CSI,中证全指软件指数全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20203.CSI,中证全指信息服务全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20204.CSI,中证全指酒店休闲全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20205.CSI,中证全指饮料指数全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20206.CSI,中证全指纸类林业全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20207.CSI,中证全指电脑设备全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20208.CSI,中证全指专营零售全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20209.CSI,中证全指建筑产品全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20211.CSI,中证全指资本市场全收益,CSI,中证公司,二级行业指数,20070629,1000,20130715
h20212.CSI,中证全指生物科技全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20213.CSI,中证全指航天国防全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20214.CSI,中证全指能源设备全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20215.CSI,中证全指休闲用品全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20216.CSI,中证全指海运指数全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20217.CSI,中证全指医保设备全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20218.CSI,中证全指水务指数全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20219.CSI,中证全指容器包装全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20220.CSI,中证全指网络软件全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20221.CSI,中证全指复合公用全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20222.CSI,中证全指公路铁路全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20223.CSI,中证全指航空公司全收益,CSI,中证公司,三级行业指数,20041231,1000,20130715
h20229.CSI,中证军工全收益,CSI,中证公司,主题指数,20041231,1000,20131226
h20250.CSI,中证500能源全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20251.CSI,中证500原料全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20252.CSI,中证500工业全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20253.CSI,中证500可选全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20254.CSI,中证500消费全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20255.CSI,中证500医药全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20256.CSI,中证500金地全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20257.CSI,中证500信息全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20258.CSI,中证500电信全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20259.CSI,中证500公用全收益,CSI,中证公司,一级行业指数,20041231,1000,20131106
h20260.CSI,300动量全收益,CSI,中证公司,策略指数,20041231,1000,20131121
h20261.CSI,300ERC全收益,CSI,中证公司,策略指数,20041231,1000,20131121
h20262.CSI,地产等权全收益,CSI,中证公司,策略指数,20041231,1000,20131122
h20267.CSI,高收益债ETFs(全)USD,CSI,中证公司,其他,20111230,1000,20131218
h20268.CSI,高收益债ETFs(全)CNY,CSI,中证公司,其他,20111230,1000,20131218
h20269.CSI,红利低波(全),CSI,中证公司,策略指数,20051230,1000,20131219
h20270.CSI,红利价值(全),CSI,中证公司,行业指数,20051230,1000,20131219
h20318.CSI,TMT150全收益,CSI,中证公司,主题指数,20110630,1000,20140415
h20343.CSI,养老产业全收益,CSI,中证公司,主题指数,20041231,1000,20140606
h20344.CSI,健康产业全收益,CSI,中证公司,主题指数,20111230,1000,20140606
h20349.SZ,国企改革全收益,SZSE,中证公司,策略指数,20140331,1000,20140807
h20362.CSI,基本300全收益,CSI,中证公司,策略指数,20041231,1000,20140722
h20363.CSI,基本500全收益,CSI,中证公司,策略指数,20041231,1000,20140722
h20366.CSI,高分红全收益,CSI,中证公司,主题指数,20041231,1000,20140721
h20368.CSI,中证高新全收益,CSI,中证公司,主题指数,20140630,1000,20140717
h20369.CSI,中美TMT(全)USD,CSI,中证公司,主题指数,20101231,1000,20140718
h20370.CSI,中美TMT(全)CNY,CSI,中证公司,主题指数,20101231,1000,20140718
h20374.CSI,中国内地全指(全),CSI,中证公司,综合指数,20041231,1000,20140731
h20375.CSI,CN能源综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20376.CSI,CN材料综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20377.CSI,CN工业综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20378.CSI,CN可选综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20379.CSI,CN消费综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20380.CSI,CN医药综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20381.CSI,CN金融综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20382.CSI,CN信息综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20383.CSI,CN电信综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20384.CSI,CN公用综合(全),CSI,中证公司,一级行业指数,20041231,1000,20140731
h20385.CSI,中国内地全指(全)USD,CSI,中证公司,综合指数,20041231,1000,20140731
h20386.CSI,CN能源综合(全)USD,CSI,中证公司,一级行业指数,20041231,1000,20140731
h20387.CSI,CN材料综合(全)USD,CSI,中证公司,一级行业指数,20041231,1000,20140731
h20388.CSI,CN工业综合(全)USD,CSI,中证公司,一级行业指数,20041231,1000,20140731
